Start Time,End Time,Dialogue,Speaker,TextBlob_Score,VADER_Score,Google_Score
1900-01-01 00:13:22.870,"00:13:26,439",I REALIZE THIS GUY'S VERY GOOD AT THIS. ,Laura,0.9099999999999999,0.4927,0.8999999761581421
1900-01-01 00:13:26.539,"00:13:29,877",HE DOES THIS A LOT. HE'S A-- HE'S A REAL PRO. ,Laura,0.2,0.0,0.6000000238418579
1900-01-01 00:13:30.610,"00:13:33,914",AND THEN THIS GUY ,Laura,0.0,0.0,-0.30000001192092896
1900-01-01 00:13:34.014,"00:13:37,784",ENTERED THE STALL NEXT TO US AND STARTED PEEING-- ,Laura,0.0,-0.2023,-0.4000000059604645
1900-01-01 00:13:37.885,"00:13:41,054","IN GUSHES, FULL VOLUME LIKE A RACEHORSE. ",Laura,0.35,0.3612,-0.20000000298023224
1900-01-01 00:13:45.525,"00:13:50,130","I THOUGHT OF ANDREW, ",Laura,0.0,0.0,-0.10000000149011612
1900-01-01 00:13:50.230,"00:13:52,565","HOW-- HOW HE PEES IN THE MORNING, ",Laura,0.0,0.0,-0.30000001192092896
1900-01-01 00:13:52.665,"00:13:55,235",MAKING THE SAME SOUND. ,Laura,0.2,0.0,-0.4000000059604645
1900-01-01 00:13:56.469,"00:13:58,872",MY HEART ACHED. I JUST-- ,Laura,0.0,0.3818,0.0
1900-01-01 00:14:01.541,"00:14:04,344","IT WAS SO STUPID, YOU KNOW? I JUST FELT ",Laura,-0.7999999999999999,-0.656,-0.30000001192092896
1900-01-01 00:14:04.444,"00:14:06,513",SO SAD ALL OF A SUDDEN. ,Laura,-0.25,-0.5256,-0.30000001192092896
1900-01-01 00:14:06.613,"00:14:08,949",AND HE'S BEHIND ME AND HE'S RUBBING UP AGAINST ME ,Laura,-0.4,0.0,-0.5
1900-01-01 00:14:09.049,"00:14:12,252",AND HE'S FEELING ME UP ,Laura,0.0,0.128,0.4000000059604645
1900-01-01 00:14:12.352,"00:14:14,721","AND I THOUGHT TO MYSELF, ""IT'S GONNA HAPPEN ANY MOMENT NOW."" ",Laura,0.0,0.0,-0.30000001192092896
1900-01-01 00:14:14.821,"00:14:17,090",AND I JUST-- ,Laura,0.0,0.0,-0.10000000149011612
1900-01-01 00:14:17.190,"00:14:19,893",I JUST COULDN'T DO IT. ,Laura,0.0,0.0,-0.800000011920929
1900-01-01 00:14:19.993,"00:14:22,295",I SIMPLY CLOSED MY LEGS SHUT. I-- ,Laura,-0.1,0.0,-0.30000001192092896
1900-01-01 00:14:22.395,"00:14:24,631",I COULDN'T DO IT. I COULDN'T DO IT TO ANDREW. ,Laura,0.0,0.0,-0.800000011920929
1900-01-01 00:14:24.731,"00:14:27,434",I JUST-- I JUST COULDN'T DO IT. ,Laura,0.0,0.0,-0.699999988079071
1900-01-01 00:14:30.337,"00:14:33,773","WELL, SEEMS LIKE QUITE A NIGHT OUT. ",Paul,0.0,0.5574,0.4000000059604645
1900-01-01 00:14:33.873,"00:14:35,909","YEAH, WELL THAT'S NOT THE END OF IT ",Laura,0.0,0.5106,0.6000000238418579
1900-01-01 00:14:36.009,"00:14:39,412","BECAUSE THIS IDIOT-- I TOLD HIM, ",Laura,-0.8,-0.5106,-0.30000001192092896
1900-01-01 00:14:42.849,"00:14:44,651","AND HE LAUGHS IN MY FACE AND SAYS ""BOOHOO."" ",Laura,0.0,0.4939,-0.6000000238418579
1900-01-01 00:14:44.751,"00:14:47,387","AND HE GRABS MY HANDS AND HE SAYS, ""LISTEN, CUPCAKE, ",Laura,0.0,0.0,-0.4000000059604645
1900-01-01 00:14:47.487,"00:14:51,191","YOU THINK YOU CAN LEAVE ME HIGH AND DRY LIKE THIS?"" POINTING AT HIS DICK. ",Laura,0.046666666666666676,-0.25,-0.5
1900-01-01 00:14:53.961,"00:14:55,929","I SAID TO HIM, ""WHAT DO YOU WANT? ",Laura,0.0,0.0772,-0.4000000059604645
1900-01-01 00:14:56.029,"00:14:57,830","YOU WANT-- YOU WANT SOME MONEY?"" ",Laura,0.0,0.1531,-0.4000000059604645
1900-01-01 00:14:57.931,"00:15:00,800","HE SAID, ""GIVE ME A HAND JOB ",Laura,0.0,0.4939,0.0
1900-01-01 00:15:00.900,"00:15:03,103","AND THERE'LL BE NO HARD FEELINGS."" ",Laura,0.14583333333333334,0.0762,-0.10000000149011612
1900-01-01 00:15:03.203,"00:15:06,940","AND I SAID TO HIM, ""WHAT'S, WHAT'S THE MATTER WITH YOU? ARE YOU CRAZY?"" ",Laura,-0.6,-0.3939,-0.5
1900-01-01 00:15:07.040,"00:15:10,277","AND HE JUST-- IT WAS JUST GETTING REALLY STRANGE. I MEAN, IT WAS TENSE. ",Laura,-0.23194444444444443,-0.5413,-0.20000000298023224
1900-01-01 00:15:10.377,"00:15:13,180",HIS TONE CHANGED. ,Laura,0.0,0.0,0.0
1900-01-01 00:15:16.183,"00:15:18,918",AND THEN-- AND THEN I THOUGHT OF YOU... ,Laura,0.0,0.0,-0.30000001192092896
1900-01-01 00:15:21.254,"00:15:24,524",WHAT YOU'D SAY ABOUT IT. ,Laura,0.0,0.0,-0.30000001192092896
1900-01-01 00:15:24.624,"00:15:27,660",I THOUGHT ABOUT US GOING THROUGH THIS IN THERAPY. ,Laura,0.0,0.0,-0.30000001192092896
1900-01-01 00:15:27.760,"00:15:32,465",AND WHAT DID YOU IMAGINE US SAYING? ,Paul,0.0,0.0,-0.5
1900-01-01 00:15:34.701,"00:15:39,039",I IMAGINED YOU NOT BEING ABLE TO UNDERSTAND IT... ,Laura,0.5,0.0,-0.699999988079071
1900-01-01 00:15:40.907,"00:15:43,043",THAT YOU'D BE DISGUSTED. ,Laura,-1.0,-0.5267,-0.5
1900-01-01 00:15:45.012,"00:15:46,446",IS THAT WHY YOU RAN OVER HERE? ,Paul,0.0,0.0,-0.800000011920929
1900-01-01 00:15:46.546,"00:15:51,518",TO FIND OUT IF I WOULD BE DISGUSTED? ,Paul,-1.0,-0.5267,-0.10000000149011612
1900-01-01 00:15:51.618,"00:15:55,022",I DIDN'T RUN. ,Laura,0.0,0.0,0.20000000298023224
1900-01-01 00:15:56.223,"00:15:59,292",I GAVE HIM THE HAND JOB. ,Laura,0.0,0.4939,-0.10000000149011612
1900-01-01 00:16:10.403,"00:16:13,506",EXCUSE ME. ,Laura,-0.05,0.0772,-0.4000000059604645
1900-01-01 00:16:34.361,"00:16:36,263",ARE YOU OKAY? ,Paul,0.5,0.2263,0.0
1900-01-01 00:16:36.363,"00:16:39,099","YEAH. YEAH, I'M FINE. ",Laura,0.4166666666666667,0.6369,0.8999999761581421
1900-01-01 00:17:48.067,"00:17:50,002",YEAH. ,Laura,0.0,0.296,0.8999999761581421
1900-01-01 00:17:50.103,"00:17:52,739",THANK YOU. ,Laura,0.0,0.3612,0.8999999761581421
1900-01-01 00:17:55.608,"00:17:57,610","WE, UM-- ",Paul,0.0,0.0,0.20000000298023224
1900-01-01 00:17:57.710,"00:18:00,713","WE TALKED ABOUT WHAT HAPPENED AT THE CLUB LAST NIGHT, ",Paul,0.0,0.0,-0.30000001192092896
1900-01-01 00:18:00.813,"00:18:03,516",BUT WE NEVER GOT BACK TO ACTUALLY TALKING ,Paul,0.0,0.0,-0.699999988079071
1900-01-01 00:18:03.616,"00:18:07,520",ABOUT ANDREW AND THAT ARGUMENT YESTERDAY. ,Paul,0.0,-0.3612,-0.20000000298023224
1900-01-01 00:18:07.620,"00:18:10,490",I DON'T WANNA BE PUT IN THIS POSITION. ,Laura,0.0,0.0,-0.10000000149011612
1900-01-01 00:18:10.590,"00:18:13,025",I DON'T WANNA HAVE THIS POWER TO DECIDE OUR FUTURE ,Laura,0.0,0.0,-0.30000001192092896
1900-01-01 00:18:13.126,"00:18:14,861",FOR BOTH OF US. I JUST DON'T. ,Laura,0.0,0.0,-0.30000001192092896
1900-01-01 00:18:14.961,"00:18:18,030",DO YOU HAVE ANY IDEA WHY ANDREW CHOSE THIS PARTICULAR TIME? ,Paul,0.16666666666666666,0.0,-0.699999988079071
1900-01-01 00:18:21.168,"00:18:25,372","JUST OUT OF THE BLUE, AS YOU SAID YOURSELF, ",Paul,0.0,0.0,-0.6000000238418579
1900-01-01 00:18:25.472,"00:18:27,307",CAME UP WITH THIS IDEA OF AN ULTIMATUM? ,Paul,0.0,0.0,-0.20000000298023224
1900-01-01 00:18:27.407,"00:18:30,243",DID YOU NOTICE ANYTHING OVER THE LAST COUPLE OF DAYS OR WEEKS ,Paul,0.0,0.0,-0.6000000238418579
1900-01-01 00:18:30.343,"00:18:33,813",THAT YOU THINK MIGHT HAVE BROUGHT THIS ON? ,Paul,0.0,0.0,-0.6000000238418579
1900-01-01 00:18:33.913,"00:18:36,883",NOTHING. I DON'T KNOW. HE JUST LOST IT. ( chuckles ) ,Laura,0.0,-0.2342,-0.20000000298023224
1900-01-01 00:18:36.983,"00:18:39,552","I MEAN, SHIT, DON'T YOU KNOW THAT MEN ARE THE NEW WOMEN? ",Laura,-0.12537878787878787,-0.5574,-0.20000000298023224
1900-01-01 00:18:39.652,"00:18:41,521",OBSESSED WITH WEDDINGS AND CHILDREN. ,Laura,-0.5,-0.1779,0.10000000149011612
1900-01-01 00:18:41.621,"00:18:43,523",AND LATELY HE'S LOST TOUCH WITH REALITY. ,Laura,-0.3,-0.3182,-0.699999988079071
1900-01-01 00:18:43.623,"00:18:45,425",HE-- HE THINKS I'M SEEING SOMEONE. ,Laura,0.0,0.0,0.0
1900-01-01 00:18:45.525,"00:18:48,127",THAT'S HOW THIS WHOLE THING STARTED. IT'S UNBELIEVABLE. ,Laura,-0.024999999999999994,0.2023,-0.20000000298023224
1900-01-01 00:18:48.228,"00:18:51,231",BUT I THOUGHT YOU SAID IT CAME OUT OF NOWHERE. ,Paul,0.0,0.0,-0.5
1900-01-01 00:18:51.331,"00:18:52,999",YOU WERE WATCHING TV AND THEN SUDDENLY-- ,Paul,0.0,0.0,-0.30000001192092896
1900-01-01 00:18:53.099,"00:18:54,934","WELL, WE WERE WATCHING TV. BUT BEFORE THAT ",Laura,0.0,0.1406,-0.10000000149011612
1900-01-01 00:18:55.034,"00:18:57,470",WE WERE HAVING DINNER AND HE HAD THIS LOOK ON HIS FACE. ,Laura,0.0,0.0,0.0
1900-01-01 00:18:57.570,"00:19:00,540",HE HAD THIS SAD LOOK AND I COULD JUST TELL SOMETHING WAS UP. ,Laura,-0.5,-0.561,-0.6000000238418579
1900-01-01 00:19:00.640,"00:19:02,509","I MEAN, YOU CAN JUST TELL, RIGHT? ",Laura,-0.01339285714285715,0.0,-0.30000001192092896
1900-01-01 00:19:02.609,"00:19:04,511","AND I SAID TO HIM, ""WHAT'S GOING ON?"" AND HE SAID, ",Laura,0.0,0.0,-0.20000000298023224
1900-01-01 00:19:07.280,"00:19:09,849","THIS ON-AND-OFF THING."" SO I SAID TO HIM, ",Laura,0.0,0.0,-0.30000001192092896
1900-01-01 00:19:13.186,"00:19:14,787",SO YOU WERE THE ONE WHO CAME UP WITH IT. ,Paul,0.0,0.0,-0.4000000059604645
1900-01-01 00:19:16.789,"00:19:19,726","NO, HE'S THE ONE. HE-- HE HAD THE PROBLEM WITH THE ON-AND-OFF THING. ",Laura,0.0,-0.4019,-0.6000000238418579
1900-01-01 00:19:22.562,"00:19:25,198",YOU WERE THE ONE WHO MADE IT SPECIFIC-- ,Paul,0.0,0.0,0.20000000298023224
1900-01-01 00:19:27.967,"00:19:31,070","NO NO NO, HE HAD THIS THING WITH THE ON AND O-- ",Laura,0.0,0.2235,-0.30000001192092896
1900-01-01 00:19:31.170,"00:19:33,340",THE ULTIM-- ,Laura,0.0,0.0,0.0
1900-01-01 00:19:37.244,"00:19:40,146","YEAH, OKAY, ",Laura,0.5,0.4767,0.800000011920929
1900-01-01 00:19:40.247,"00:19:42,014","I WAS THE FIRST ONE TO SAY IT, YOU'RE RIGHT. ",Laura,0.26785714285714285,0.0,0.6000000238418579
1900-01-01 00:19:42.114,"00:19:44,951",BUT HE JUMPED ALL OVER IT. I SAID I DIDN'T KNOW WHAT I WANT. ,Laura,0.0,0.1154,-0.6000000238418579
1900-01-01 00:19:45.051,"00:19:48,588","AND HE SAID, ""YOU HAVE A DAY OR TWO MAX TO DECIDE WHAT YOU WANT."" ",Laura,0.0,0.0772,-0.30000001192092896
1900-01-01 00:19:48.688,"00:19:50,923","AND I SAID ""FINE."" AND THEN HE STARTED CRYING ",Laura,0.10833333333333334,-0.3182,-0.20000000298023224
1900-01-01 00:19:51.023,"00:19:53,393",AND BLAH BLAH BLAH. ,Laura,0.0,-0.296,0.0
1900-01-01 00:19:53.493,"00:19:55,362","THE WHOLE THING WAS REALLY SCARY TO HIM, I THINK. ",Laura,-0.15,-0.5413,0.5
1900-01-01 00:19:55.462,"00:19:58,765",WHAT ABOUT YOU? WEREN'T YOU SCARED? ,Paul,0.0,0.4149,-0.20000000298023224
1900-01-01 00:19:58.865,"00:20:00,166",OF WHAT? ,Laura,0.0,0.0,-0.10000000149011612
1900-01-01 00:20:00.267,"00:20:01,968",OF SPLITTING UP. ,Paul,0.0,0.0,0.10000000149011612
1900-01-01 00:20:02.068,"00:20:04,837",I WASN'T SUGGESTING THAT WE SPLIT UP. THAT'S NOT THE POINT. ,Laura,0.0,0.0,-0.800000011920929
1900-01-01 00:20:04.937,"00:20:07,474",SO WHAT DO YOU THINK WAS THE POINT OF THIS ARGUMENT ,Paul,0.0,-0.4357,0.0
1900-01-01 00:20:07.574,"00:20:09,242",THAT YOU MAY HAVE INITIATED? ,Paul,0.0,0.0,0.0
1900-01-01 00:20:09.342,"00:20:10,710",I DIDN'T INITIATE ANYTHING. ,Laura,0.0,0.0,-0.699999988079071
1900-01-01 00:20:10.810,"00:20:13,813","YOU MAY NOT HAVE MEANT TO, BUT YOU DID. ",Paul,0.0,0.0,0.0
1900-01-01 00:20:13.913,"00:20:19,719",IT SOUNDS LIKE YOU WANTED TO BRING THIS RELATIONSHIP INTO CRISIS. ,Paul,0.0,-0.3818,0.10000000149011612
1900-01-01 00:20:19.819,"00:20:22,689","I KNOW YOU SAY THAT ANDREW HATES UNCERTAINTIES, ",Paul,0.0,-0.6486,-0.20000000298023224
1900-01-01 00:20:22.789,"00:20:27,660",BUT PERHAPS YOU'RE THE ONE WHO CAN'T LIVE WITH THEM. ,Paul,0.13636363636363635,0.0,-0.6000000238418579
1900-01-01 00:20:28.995,"00:20:33,333","I MEAN, WHY DID YOU CHOOSE THIS PARTICULAR TIME ",Paul,-0.07291666666666667,0.0,-0.699999988079071
1900-01-01 00:20:40.707,"00:20:43,510",WHY NOW? ,Paul,0.0,0.0,-0.699999988079071
1900-01-01 00:20:47.314,"00:20:50,016",BECAUSE HE'S RIGHT. ,Laura,0.2857142857142857,0.0,0.6000000238418579
1900-01-01 00:20:51.150,"00:20:53,353",ANDREW'S RIGHT. ,Laura,0.2857142857142857,0.0,0.4000000059604645
1900-01-01 00:20:54.321,"00:20:56,589",I AM BEING UNFAITHFUL TO HIM. ,Laura,-0.6,0.0,-0.10000000149011612
1900-01-01 00:20:56.689,"00:20:59,659",YOU MEAN WHAT HAPPENED LAST NIGHT ,Paul,-0.15625,0.0,-0.5
1900-01-01 00:20:59.759,"00:21:02,228",AT THE CLUB? ,Paul,0.0,0.0,0.0
1900-01-01 00:21:02.329,"00:21:04,864",NOT JUST LAST NIGHT. ,Laura,0.0,0.0,-0.10000000149011612
1900-01-01 00:21:06.666,"00:21:10,370",I'VE-- I'VE BEEN UNFAITHFUL TO HIM FOR A LONG TIME. ,Laura,-0.325,0.0,0.20000000298023224
1900-01-01 00:21:11.938,"00:21:14,841","AHEM, SO WHY-- WHY HAVEN'T WE TALKED ABOUT THIS BEFORE? ",Paul,0.0,0.0,-0.699999988079071
1900-01-01 00:21:17.744,"00:21:19,812",I THINK WE HAVE. ,Laura,0.0,0.0,0.10000000149011612
1900-01-01 00:21:22.482,"00:21:25,818",IT'S BEEN HERE ALL ALONG. ,Laura,0.0,0.0,0.0
1900-01-01 00:21:27.354,"00:21:29,956",YOU MEAN TO SAY YOU'VE NEVER NOTICED IT? ,Laura,-0.3125,0.0,-0.800000011920929
1900-01-01 00:21:33.326,"00:21:34,861",YOU'RE SURPRISED. ,Laura,0.1,0.2263,-0.5
1900-01-01 00:21:38.531,"00:21:41,300",I-- I JUST-- I DON'T FOLLOW WHAT YOU MEAN. ,Paul,-0.3125,0.0,-0.699999988079071
1900-01-01 00:21:50.710,"00:21:55,715",THIS ISN'T THE REACTION I WAS HOPING FOR. ,Laura,0.0,0.4215,0.10000000149011612
1900-01-01 00:21:57.016,"00:21:58,485",NOT AT ALL. ,Laura,0.0,0.0,-0.800000011920929
1900-01-01 00:21:58.585,"00:22:02,755",WHAT WAS THE REACTION THAT YOU WERE HOPING FOR? ,Paul,0.0,0.4215,-0.30000001192092896
1900-01-01 00:22:04.090,"00:22:07,293",I-- I HAD... ,Laura,0.0,0.0,-0.30000001192092896
1900-01-01 00:22:07.394,"00:22:08,613",TWO SCENARIOS IN MY HEAD. ,Laura,0.0,0.0,-0.30000001192092896
1900-01-01 00:22:09.161,"00:22:12,199",IN THE FIRST ONE YOU STAND UP AND YOU HUG ME... ,Laura,0.25,0.4767,-0.699999988079071
1900-01-01 00:22:14.300,"00:22:15,474","AND YOU SAY, ""I LOVE YOU. ",Laura,0.5,0.6369,-0.30000001192092896
1900-01-01 00:22:16.436,"00:22:17,671","I LOVE YOU TOO, LAURA. ",Laura,0.5,0.6369,0.0
1900-01-01 00:22:19.872,"00:22:21,958",I'VE BEEN FEELING THIS WAY FOR A LONG TIME. ,Laura,-0.05,0.128,0.5
1900-01-01 00:22:21.908,"00:22:24,099","I JUST WANTED YOU TO BE THE FIRST ONE TO SAY IT."" ",Laura,0.25,0.0,-0.30000001192092896
1900-01-01 00:22:26.546,"00:22:27,739",AND THEN WE MAKE LOVE. ,Laura,0.5,0.6369,0.20000000298023224
1900-01-01 00:22:31.484,"00:22:32,694","AND THE, UM-- ",Paul,0.0,0.0,-0.10000000149011612
1900-01-01 00:22:34.887,"00:22:36,155",THE SECOND SCENARIO? ,Paul,0.0,0.0,-0.10000000149011612
1900-01-01 00:22:37.156,"00:22:38,732",IT'S LIKE THE FIRST ONE BUT-- ,Laura,0.25,0.1901,0.0
1900-01-01 00:22:40.393,"00:22:41,961",BUT WITHOUT THE SEX. ,Laura,0.0,0.0,-0.6000000238418579
1900-01-01 00:22:42.061,"00:22:44,764",WE JUST SIT HERE TOGETHER. ,Laura,0.0,0.0,-0.10000000149011612
1900-01-01 00:22:50.002,"00:22:53,640","YOU KNOW, I'M-- I'M-- I'M EMBARRASSED TO EVEN TALK ABOUT IT. ",Laura,0.0,-0.3612,-0.6000000238418579
1900-01-01 00:22:53.740,"00:22:56,036","I MEAN, YOU'RE SITTING THERE LIKE A FUCKING BUDDHA ",Laura,-0.45625,0.3612,-0.10000000149011612
1900-01-01 00:22:56.142,"00:22:59,812",ACTING LIKE YOU HAVE NO IDEA WHAT I'M TALKING ABOUT. IT'S HUMILIATING. ,Laura,0.0,-0.2263,-0.30000001192092896
1900-01-01 00:23:02.615,"00:23:05,251",HOW LONG HAVE YOU FELT LIKE THIS? ,Paul,-0.05,0.3612,-0.10000000149011612
1900-01-01 00:23:05.351,"00:23:07,720",A YEAR... ,Laura,0.0,0.0,0.0
1900-01-01 00:23:09.121,"00:23:11,458",FROM THE FIRST SESSION. I THOUGHT IT WOULD GO AWAY. ,Laura,0.25,0.0,-0.20000000298023224
1900-01-01 00:23:11.558,"00:23:14,794","I THOUGHT IT'S JUST AN INFATUATION, THAT'S ALL. ",Laura,0.0,0.1531,-0.5
1900-01-01 00:23:16.328,"00:23:19,532",BUT IT'S GETTING WORSE. ,Laura,-0.4,-0.631,-0.8999999761581421
1900-01-01 00:23:19.632,"00:23:22,702",YOU'VE BECOME THE CENTER OF MY LIFE. ,Laura,-0.1,0.0,0.10000000149011612
1900-01-01 00:23:26.873,"00:23:28,941","LAURA, ",Paul,0.0,0.0,0.10000000149011612
1900-01-01 00:23:29.041,"00:23:31,911",I'M YOUR THERAPIST. ,Paul,0.0,0.0,-0.10000000149011612
1900-01-01 00:23:34.346,"00:23:37,750",THE PARAMETERS AND THE LIMITATIONS... ,Paul,0.0,0.0,-0.10000000149011612
1900-01-01 00:23:39.318,"00:23:43,089",ARE ESTABLISHED AND ETHICALLY DEFINED. ,Paul,0.2,0.0,0.0
1900-01-01 00:23:45.925,"00:23:47,894",I'M NOT AN OPTION. ,Paul,0.0,0.0,-0.800000011920929
1900-01-01 00:23:51.130,"00:23:53,232",YOU MAY BE ,Paul,0.0,0.0,0.10000000149011612
1900-01-01 00:23:53.332,"00:23:56,268",USING ME AS A-- ,Paul,0.0,0.0,0.30000001192092896
1900-01-01 00:23:56.368,"00:23:58,137",AS AN EXCUSE ,Paul,-0.05,0.0772,0.0
1900-01-01 00:23:58.237,"00:24:02,475",TO BAIL FROM YOUR RELATIONSHIP WITH-- WITH ANDREW. ,Paul,0.0,0.0,0.10000000149011612
1900-01-01 00:24:10.416,"00:24:12,652",YOU KNOW WHY I DIDN'T FUCK THAT GUY? ,Laura,-0.4,0.431,-0.699999988079071
1900-01-01 00:24:14.253,"00:24:15,955",NOT BECAUSE OF ANDREW. ,Laura,0.0,0.0,-0.699999988079071
1900-01-01 00:24:16.055,"00:24:18,090",NOT BECAUSE I DIDN'T WANT TO CHEAT ON HIM. ,Laura,0.0,0.3089,-0.800000011920929
1900-01-01 00:24:18.190,"00:24:19,559",I DO WANT TO CHEAT ON HIM-- ,Laura,0.0,-0.4019,-0.10000000149011612
1900-01-01 00:24:19.659,"00:24:21,828",BUT WITH YOU. ,Laura,0.0,0.0,0.0
1900-01-01 00:24:25.932,"00:24:29,135","WHEN I WAS SITTING THERE AT THE BAR BY MYSELF, ",Laura,0.0,0.0,-0.30000001192092896
1900-01-01 00:24:29.235,"00:24:32,071",I WAS THINKING WHAT WOULD HAPPEN IF YOU WERE TO WALK IN? ,Laura,0.0,0.0,-0.5
1900-01-01 00:24:32.171,"00:24:35,074","YOU'D WALK IN, YOU'D-- YOU'D SIT NEXT TO ME AT THE BAR, ",Laura,0.0,0.0,-0.10000000149011612
1900-01-01 00:24:35.174,"00:24:36,743",YOU'D ORDER A DRINK. I'D EVEN-- ,Laura,0.0,0.0,0.0
1900-01-01 00:24:36.843,"00:24:39,579",I EVEN TRIED TO IMAGINE WHAT YOU WOULD ORDER-- ,Laura,0.0,0.0,-0.30000001192092896
1900-01-01 00:24:39.679,"00:24:42,014","A SHOT OF BOURBON MAYBE, SOMETHING EXPENSIVE, ",Laura,-0.5,0.0,-0.4000000059604645
1900-01-01 00:24:42.114,"00:24:45,484",SOMETHING FANCY. THEN WE'D START TALKING-- ,Laura,0.0,0.0,-0.20000000298023224
1900-01-01 00:24:45.585,"00:24:48,621","WHAT A COINCIDENCE IT IS TO MEET LIKE THIS, ",Laura,0.0,0.3612,0.30000001192092896
1900-01-01 00:24:48.721,"00:24:51,691",HOW AWKWARD IT IS TO MEET OUTSIDE THE OFFICE. ,Laura,-0.3,-0.1531,-0.30000001192092896
1900-01-01 00:24:53.359,"00:24:55,795","AND THEN, WITHOUT WORDS, ",Laura,0.0,0.0,0.0
1900-01-01 00:24:55.895,"00:24:58,931","BECAUSE WE-- WE TALK ENOUGH WHEN WE'RE HERE, ",Laura,0.0,0.0,-0.20000000298023224
1900-01-01 00:25:00.633,"00:25:03,803",YOU MOTION FOR ME TO FOLLOW YOU TO THE BATHROOM. ,Laura,0.0,0.0,0.20000000298023224
1900-01-01 00:25:05.171,"00:25:07,874",AND I DO. ,Laura,0.0,0.0,0.0
1900-01-01 00:25:09.876,"00:25:13,780",WHEN I WENT INTO THE STALL WITH THAT GUY... ,Laura,0.0,-0.2023,-0.4000000059604645
1900-01-01 00:25:16.315,"00:25:18,585",I IMAGINED IT WAS YOU BEHIND ME. ,Laura,-0.4,0.0,-0.4000000059604645
1900-01-01 00:25:18.685,"00:25:21,020",THAT'S WHAT MADE IT SO EXCITING. ,Laura,0.3,0.6269,0.20000000298023224
1900-01-01 00:25:21.988,"00:25:24,857",THEN THAT GUY STARTED PEEING ,Laura,0.0,0.0,-0.5
1900-01-01 00:25:24.957,"00:25:27,994",AND IT WOKE ME UP AND I REALIZED THAT IT'S IMPOSSIBLE. ,Laura,-0.6666666666666666,0.0,-0.800000011920929
1900-01-01 00:25:28.928,"00:25:30,963","I KNOW IT, I UNDERSTAND IT. ",Laura,0.0,0.0,0.5
1900-01-01 00:25:31.063,"00:25:33,265",I TELL MYSELF THAT EVERY TIME I WALK OUT OF HERE. ,Laura,0.0,0.0,-0.4000000059604645
1900-01-01 00:25:33.365,"00:25:36,969","I KNOW IT, I UNDERSTAND IT BUT I'M NOT SURE THAT MY BODY UNDERSTANDS IT. ",Laura,-0.25,-0.3491,-0.30000001192092896
1900-01-01 00:25:39.706,"00:25:43,910",I KNOW IT CAN NEVER HAPPEN. I KNOW IT. ,Laura,0.0,0.0,-0.10000000149011612
1900-01-01 00:25:44.010,"00:25:46,312",SO DON'T WORRY. I'M NOT GONNA START SHOWING UP HERE. ,Laura,0.0,0.3988,-0.20000000298023224
1900-01-01 00:25:46.412,"00:25:49,448",I'M NOT GONNA START STALKING YOU ,Laura,0.0,0.0,-0.800000011920929
1900-01-01 00:25:49.548,"00:25:52,084",LIKE GLENN CLOSE IN THAT MOVIE. ,Laura,0.0,0.3612,0.30000001192092896
1900-01-01 00:25:53.185,"00:25:56,222",I'M NOT GONNA BOIL YOUR KIDS' RABBIT. ,Laura,0.0,0.0,-0.800000011920929
1900-01-01 00:25:56.322,"00:25:58,257",I'M NOT DANGEROUS... ,Laura,0.3,0.3724,-0.699999988079071
1900-01-01 00:26:01.160,"00:26:03,630",AT LEAST NOT TO YOU. ,Laura,-0.3,0.0,-0.5
1900-01-01 00:26:03.730,"00:26:06,365","GOD, HOW CAN I GO BACK TO MY LIFE, ",Laura,0.0,0.2732,-0.699999988079071
1900-01-01 00:26:06.465,"00:26:08,167","TO THE HOSPITAL, TO ANDREW? ",Paul,0.0,0.0,-0.10000000149011612
1900-01-01 00:26:08.267,"00:26:11,904","NOT TO ANDREW, WHEN THE ONLY THING THAT MATTERS TO ME IS YOU. ",Laura,0.0,0.0258,-0.6000000238418579
1900-01-01 00:26:26.285,"00:26:28,788",OUR TIME'S UP. ,Paul,0.0,0.0,0.0
1900-01-01 00:26:31.357,"00:26:34,060","YES, IT IS. ",Laura,0.0,0.4019,0.699999988079071
1900-01-01 00:26:39.866,"00:26:42,001",I FEEL LIKE I CAME HERE IN THE DARK ,Laura,-0.15,0.3612,0.5
1900-01-01 00:26:42.101,"00:26:44,904",AND I'M LEAVING INTO A BIGGER DARKNESS. ,Laura,0.0,-0.25,-0.30000001192092896
1900-01-01 00:26:48.507,"00:26:50,877",WHAT AM I GONNA DO NOW? ,Laura,0.0,0.0,-0.30000001192092896
1900-01-01 00:26:52.812,"00:26:55,381",WE'LL TALK ABOUT IT NEXT WEEK. ,Paul,0.0,0.0,-0.10000000149011612
1900-01-01 00:26:56.348,"00:26:58,851",OKAY? ,Paul,0.5,0.2263,0.10000000149011612
1900-01-01 00:27:07.326,"00:27:09,829","NO, I'M FINE. ",Laura,-0.20833333333333334,0.2023,-0.4000000059604645
1900-01-01 00:27:10.663,"00:27:13,065",ARE YOU SURE? ,Paul,0.5,0.3182,-0.30000001192092896
1900-01-01 00:27:16.635,"00:27:18,871",HOW ARE YOU GONNA GET HOME? ,Paul,0.0,0.0,-0.5
